Index,Hyperlink
228,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARIZONA-GAP-FILL_NX2A_in-network-rates.json.gz
229,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARKANSAS-HEART-HOSPITAL_HAHH_in-network-rates.json.gz
230,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARKANSAS-SURGICAL-HOSPITAL_HASH_in-network-rates.json.gz
231,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ATLAS-WORLD-GROUP-DIRECT-CONTRACT_UNITEDHEALTHCARE-CHOICE-PLUS_-AWG_0L_in-network-rates.json.gz
233,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AU-MEDICAL-CENTER-DIRECT-CONTRACT-DCI_AU-MED_-GJ_GJ1_in-network-rates.json.gz
234,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AU-MEDICAL-CENTER-DIRECT-CONTRACT-DCI_UNITEDHEALTHCARE-OPTIONS_-GJ_58QA_in-network-rates.json.gz
235,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AVON-COMMUNITY-SCHOOL-CORPORATION_AVO1_in-network-rates.json.gz
236,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AXIA-WOMENS-HEALTH-WITH-UHC-CHOICE-PLUS-PPO_WHP1_in-network-rates.json.gz
237,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AZ-ACN-NON-EVALUATED-GAP_NXB1_in-network-rates.json.gz
238,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AZ-ACP-NONEVALUATED-GAP_NXB2_in-network-rates.json.gz
239,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AZ-COMMUNITY-PHYSICIANS-ACO_NX19_in-network-rates.json.gz
240,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AZ-STATEWIDE-NON-EVAL-GAP_NXBQ_in-network-rates.json.gz
241,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AZ-TIN-BASED-GAP_NX2V_in-network-rates.json.gz
242,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BAPTIST-HEALTH-JACKSONVILLE-WITH-REGENEXX_UNITEDHEALTHCARE-CHOICE-PLUS_-RBH_0L_in-network-rates.json.gz
243,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BAPTIST-HOSPITAL-OF-SOUTHEAST-TEXAS_UNITEDHEALTHCARE-CHOICE-PLUS_-9_0L_in-network-rates.json.gz
244,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BARNABAS-HEALTH-PARTNERS_NXAM_in-network-rates.json.gz
245,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BARRY-WEHMILLER-PREVEA-ONSITE-CLINIC-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-BW_0L_in-network-rates.json.gz
246,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BASS-PRO-SHOP-FAMILY-HEALTH-CENTER-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PHO_0L_in-network-rates.json.gz
247,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BAY-AREA-HOSPITAL_HE_in-network-rates.json.gz
248,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BAYCARE-HEALTH-SYSTEMS_HBAY_in-network-rates.json.gz
249,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BEECHSTREET-ALASKA-WITH-UHC-CHOICE-PLUS-TRAVEL_BAK_in-network-rates.json.gz
250,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BELLETECH-DIRECT-CONTRACT_UNITEDHEALTHCARE-CHOICE-PLUS_-BEL_0L_in-network-rates.json.gz
251,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BELLIN-ONSITE-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-BO_0L_in-network-rates.json.gz
252,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BIOBRIDGE-GLOBAL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-ABB_0L_in-network-rates.json.gz
253,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BIO-TEL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-BTL_1H0L_in-network-rates.json.gz
254,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BOND-CLINIC-DIRECT-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-BON_0L_in-network-rates.json.gz
255,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BOSQUE-CO-HOSP-DBA-GOODALL-WITCHER-FOUNDATION-DIRECT_UNITED-HEALTHCARE-CHOICE-PLUS_-8_0LAL_in-network-rates.json.gz
256,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BRECKINRIDGE-HEALTH-INC-W-UHC-CHOICE-PLUS_HBMH_in-network-rates.json.gz
257,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BREMEN-CASTINGS-INC-DIRECT-CONTRACT_UNITEDHEALTHCARE-CHOICE-PLUS_-BRE_0L_in-network-rates.json.gz
258,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BRIDGE-HEALTH_UNITEDHEALTHCARE-CHOICE-PLUS_-W_0L_in-network-rates.json.gz
259,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BROOKINGS-HEALTH-SYSTEM_BHS1_in-network-rates.json.gz
260,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BRUNEL-DIRECT-CONTRACT-WITH-EHCS_UNITEDHEALTHCARE-CHOICE-PLUS_-BRG_0L_in-network-rates.json.gz
261,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BSWQA-CENTRAL-TEXAS-ACO_NX24_in-network-rates.json.gz
262,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_BSWQA-NORTH-TEXAS-ACO_NX23_in-network-rates.json.gz
263,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-BROWN-AND-TOLAND-MEDICAL-GROUP-ACO_NX13_in-network-rates.json.gz
264,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-HCP-NON-EVALUATED-GAP_NXB3_in-network-rates.json.gz
265,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-HILL-NON-EVALUATED-GAP_NXB4_in-network-rates.json.gz
266,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CALCASIEU-PARISH-POLICE-JURY-DIRECT-CONTRACT_UNITEDHEALTHCARE-CHOICE-PLUS_-CPJ_0L_in-network-rates.json.gz
267,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CALIFORNIA-DAVITA-GAP-FILL_NX2B_in-network-rates.json.gz
268,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CALIFORNIA-GAP-FILL_NX2C_in-network-rates.json.gz
269,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-MONARCH-NONEVALUATED-GAP_NXB5_in-network-rates.json.gz
270,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CARETEAM-HEALTH-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-SEW_0L_in-network-rates.json.gz
271,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CARTHAGE-AREA-HOSPITAL-DIRECTS_POMCO-SELECT-WITH-CHOICE-PLUS_-CAH_POCH_in-network-rates.json.gz
272,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-SHARPE-REES-STEALY-ACO_NX1S_in-network-rates.json.gz
273,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-SHARPE-SCMG-ACO_NX1T_in-network-rates.json.gz
274,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-SHARP-NON-EVALUATED-GAP_NXB6_in-network-rates.json.gz
275,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CA-STATEWIDE-NON-EVAL-GAP_NXBP_in-network-rates.json.gz
276,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CATALYST-HEALTH-NETWORK_NXAG_in-network-rates.json.gz
277,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CATHOLIC-HEALTH-SERVICES-LONG-ISLAND-ACO_NX1W_in-network-rates.json.gz
278,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CEMENT-MASONS-DCI_UNITEDHEALTHCARE-PREFERRED-LAB-WITH-CHOICE-HSB_-CML_1H0P_in-network-rates.json.gz
279,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CENTRAL-MOLONEY-INC_UNITEDHEALTHCARE-OPTIONS-PPO_-CMS_58A5_in-network-rates.json.gz
280,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CENTRAL-OHIO-PRIMARY-CARE_NX1L_in-network-rates.json.gz
281,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CGH-MED-CTR---N-IL-HOME-MEDICAL-SUPPLY-DCI_CGH-MEDICAL-CENTER-EPO_-IHM_HCGE_in-network-rates.json.gz
282,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CGH-MED-CTR---N-IL-HOME-MEDICAL-SUPPLY-DCI_CGH-MEDICAL-CENTER-PPO_-IHM_HCGH_in-network-rates.json.gz
283,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHEROKEE-NTN-DCI-UNITEDHEALTHCARE-NBR_CHEROKEE-NATION-BUSINESSES-W--UHC-CHOICE-PLUS_-CNB_CNB_in-network-rates.json.gz
284,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHEROKEE-NTN-DCI-UNITEDHEALTHCARE-NBR_MLR---CHOICE-PLUS-WITH-MNRP_-CNB_ICPM_in-network-rates.json.gz
285,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHEROKEE-NTN-DCI-UNITEDHEALTHCARE-NBR_UNITED-HEALTH-CARE---OPTIONS-PPO_-CNB_58_in-network-rates.json.gz
286,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHG-W--MARHLTH-PROGYNY-TNT-NBR-DCI_UNITED-HEALTHCARE-CHOICE-PLUS_-MAR_0LNC_in-network-rates.json.gz
287,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-HOSP-MN-AND-TENET-MICHIGAN_UNITEDHEALTHCARE-CHOICE-PLUS_-PST_0L_in-network-rates.json.gz
288,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-HOSP-OF-MN--UNIV-OF-PENN--REAL-APPEAL_UNITED-HEALTHCARE-CHOICE-PLUS_-PRU_0LNP_in-network-rates.json.gz
289,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-HOSP-OF-MN--UNIV-OF-PENN--REAL-APPEAL_UNITEDHEALTHCARE-CHOICE-PLUS_-PRU_0LQC_in-network-rates.json.gz
290,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-MN-MAINLINE-UPENN-RA-JEFF-MI-MED-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PUA_0L_in-network-rates.json.gz
291,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-MN-MAINLINE-UPENN-RA-JEFF-MI-MED-DCI_UNITEDHEALTHCARE-SELECT-PLUS-NETWORK_-PUA_SEL_in-network-rates.json.gz
292,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-ALARMCOM-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PAL_0L_in-network-rates.json.gz
293,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-ALARMCOM-DCI_UNITED-HEALTHCARE-CHOICE-PLUS_-PAL_0LQ6_in-network-rates.json.gz
294,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-HEALTH-COST-CONTROL-DCI_UHC-CHOICE-PLUS---PREMIUM-DESIGNATION_-PSD_TC_in-network-rates.json.gz
295,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-HEALTH-COST-CONTROL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PSD_0L_in-network-rates.json.gz
296,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-ITELLIGENCE-INC-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PIT_0L_in-network-rates.json.gz
297,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-REAL-APPEAL_UHC-CHOICE-PLUS---PREMIUM-DESIGNATION_-PSR_TC_in-network-rates.json.gz
298,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-REAL-APPEAL_UNITEDHEALTHCARE-CHOICE-PLUS_-PSR_0L_in-network-rates.json.gz
299,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-REAL-APPEAL_UNITED-HEALTH-CARE---OPTIONS-PPO_-PSR_58_in-network-rates.json.gz
300,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-ST-VINCENT-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PS3_0L_in-network-rates.json.gz
301,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-UNIV-OF-PENNSYLVANIA-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PSU_0L_in-network-rates.json.gz
302,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-UNIV-OF-PENNSYLVANIA-DCI_UNITED-HEALTH-CARE---OPTIONS-PPO_-PSU_58_in-network-rates.json.gz
303,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-AND-WEST-BEND-MUTUAL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PSW_0L_in-network-rates.json.gz
304,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-MAINLINE-HEALTH-JEFFERSON-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PSM_0L_in-network-rates.json.gz
305,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-NBR-DCI_HERITAGE-CHOICE-WITH-UHC-CHOICE-PLUS-TRAVEL_-PSP_RV_in-network-rates.json.gz
306,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-NBR-DCI_UHC-CHOICE-PLUS---PREMIUM-DESIGNATION_-PSP_TC_in-network-rates.json.gz
307,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-NBR-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-PSP_0L_in-network-rates.json.gz
308,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-NBR-DCI_UNITED-HEALTH-CARE---OPTIONS-PPO_-PSP_58_in-network-rates.json.gz
309,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHILDRENS-OF-MN-NBR-DCI_UNITEDHEALTHCARE-SELECT-PLUS-NETWORK_-PSP_SEL_in-network-rates.json.gz
310,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHOCTAW-REGIONAL-MEDICAL-CENTER-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-CHO_0L_in-network-rates.json.gz
311,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CHOICE-PLUS-PREMIUM-DESIGNATION-WITH-NPC2_PDA1_in-network-rates.json.gz
312,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-ARVADA-ONSITE-WITH-REAL-APPEAL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-COA_0L_in-network-rates.json.gz
313,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-ARVADA-ONSITE-WITH-REAL-APPEAL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-COA_0LQL_in-network-rates.json.gz
314,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-DAVENPORT-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-COD_0L_in-network-rates.json.gz
315,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-FORT-COLLINS-DCI-WITH-UNITEDHEALTHCARE-NBR_SELECTCOLORADO_-CF_SECO_in-network-rates.json.gz
316,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-FORT-COLLINS-DCI-WITH-UNITEDHEALTHCARE-NBR_UNITEDHEALTHCARE-CHOICE-PLUS_-CF_0L_in-network-rates.json.gz
317,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-GREENWOOD-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-COG_0L_in-network-rates.json.gz
318,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-HARTFORD-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-HAR_0L_in-network-rates.json.gz
319,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-LONGVIEW_COLE_in-network-rates.json.gz
320,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-LOVELAND-ONSITE-CLINIC-DCI_SELECTCOLORADO_-COL_SECO_in-network-rates.json.gz
321,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-LOVELAND-ONSITE-CLINIC-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-COL_0L_in-network-rates.json.gz
322,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-NOBLESVILLE-ONSITE-CLINIC-DCI_UNITED-HEALTH-CARE---OPTIONS-PPO_-NOB_58_in-network-rates.json.gz
323,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-RICHMOND-INDIANA_CRI_in-network-rates.json.gz
324,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-SHEBOYGAN-INTERRA-HEALTH-ONSITE-CLINIC_UNITEDHEALTHCARE-CHOICE-PLUS_-AC_0L_in-network-rates.json.gz
325,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-ST-CHARLES-SCHOOL-DISTRICT-ONSITE-CLINIC-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-SCS_0L_in-network-rates.json.gz
326,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-ST-CHARLES-SCHOOL-DISTRICT-ONSITE-CLINIC-DCI_UNITEDHEALTHCARE-CORE-NETWORK_-SCS_COR_in-network-rates.json.gz
327,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-STERLING_CTOS_in-network-rates.json.gz
328,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-WAUKESHA-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-CWA_0L_in-network-rates.json.gz
329,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-WEST-BEND-DCI_UHC-CHOICE-PLUS---PREMIUM-DESIGNATION_-CWB_TC_in-network-rates.json.gz
330,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-OF-WILMINGTON-OHIO-DIRECT_UNITEDHEALTHCARE-CHOICE-PLUS_-COW_0L_in-network-rates.json.gz
331,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CITY-WESTFIELD-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-CW_0L_in-network-rates.json.gz
332,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CLEVELAND-AREA-HOSPITAL-HOLDINGS_HPDC_in-network-rates.json.gz
334,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CNIC-DCI-WITH-UNITEDHEALTHCARE-NBR_MEMORIAL-REGIONAL-HEALTH_-CNC_HMEM_in-network-rates.json.gz
335,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CNIC-DCI-WITH-UNITEDHEALTHCARE-NBR_UNITEDHEALTHCARE-CHOICE-PLUS_-CNC_0L_in-network-rates.json.gz
337,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CNIC-DIRECTS-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-CNR_0L_in-network-rates.json.gz
338,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_COASTAL-MEDICAL_NX1N_in-network-rates.json.gz
339,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_COBRE-VALLEY-REGIONAL-MEDICAL-CENTER_HCOB_in-network-rates.json.gz
340,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_COE-THE-CHRIST-HOSPITAL-DCI_UHC-CHOICE-PLUS---PREMIUM-DESIGNATION_-CHV_TC_in-network-rates.json.gz
341,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_COE-THE-CHRIST-HOSPITAL-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-CHV_0L_in-network-rates.json.gz
342,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_CO-HEALTH-NEIGHBORHOOD-CHN_NX1F_in-network-rates.json.gz
